idx,query,reference_reply,intent,should_escalate,escalate_reason
1810,what worse service by amazon send the wrong product ..and I raised requested for retuned the product but still no response,Sorry about the trouble you've had with the return. Please report this to our support team here:https://t.co/TdDksLo6Mf ^HD,damage_defective,False,brand resolved inline (direct answer or probe)
913,"hello, my order hasn't arrived at the estimated delivery date so i want to cancel it.",Sorry about the delay. Could you confirm if your order was placed on Amazon.in or https://t.co/nUUp5MLhYl? ^HD,order_status,False,brand resolved inline (direct answer or probe)
3432,who do I need to talk to about refunding Saturday shipping? I'm not paying 30 bucks extra if it won't be here till Monday,We'd be happy to look into your options with you here: https://t.co/EKXRLsnxJu ^AF,order_status,False,brand resolved inline (direct answer or probe)
1736,https://t.co/Ho61KRsrIm has lost site of what matters - the Customer.  Their own driver delivery service is completely unreliable. https://t.co/xoacCFbPzB,We'd like to take a further look at this for you. Please provide us with detailed info here: https://t.co/gc62mSrVtJ ^KP,complaint_feedback,True,frustrated complaint benefits from human de-escalation
6239,Bring Rick and Morty!,We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we (1/2) ^HD,product_inquiry,False,brand resolved inline (direct answer or probe)
6130,Finally could do it through SMS alert link. But it's actually quite cumbersome looking for it.,I'm glad you were able to change your number. Apologies.I’ll forward your experience as a feedback to appropriate team.^NK,technical_issue,False,brand resolved inline (direct answer or probe)
5632,"@115850 You are redirecting me to support, but unfortunately it doesn't help much. I'm getting boilerplate response saying, you'll need to wait for 48 hours. And now after 48 hours, I'm told to wait till EoD again :(",Apologies for the unpleasant experience. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS,complaint_feedback,True,brand redirected to private channel / form / phone
4655,Cheque destroyed. https://t.co/WUeJpKKqsI,Thanks for keeping us posted. ^HK,general_acknowledgement,False,brand resolved inline (direct answer or probe)
2950,"or @115821 I ordered a gray twitch hoodie on Monday with prime free 1 day shipping, it's Friday and I still haven't got it D:",I'm sorry for the wait! Can you tell us the carrier and what the most up to date tracking says: https://t.co/Y5jpI9gRhE? ^DW,order_status,False,brand resolved inline (direct answer or probe)
3648,so @115821 i did the @133324 Love Yourself: Her preorder on 8/28 &amp; THIS is what showed up? PLEASE EXPLAIN???? the tracking # is THE SAME??? https://t.co/iF5II1HWWm,I'm sorry for the bad experience. You can see your options for return here: https://t.co/lB3rblHp5n ^JF,damage_defective,False,brand resolved inline (direct answer or probe)
1814,"Just did it there , thanks",Thanks Ciaran! ^AT,general_acknowledgement,False,brand resolved inline (direct answer or probe)
3783,"While selecting multiple brands u need 2 check one chexkbox, wait for the list to modify and then check next chexkbox and so on. Its painful",Sorry for the trouble. I'll share this as a feedback to the concerned team internally to work on improvements. ^KA,technical_issue,False,brand resolved inline (direct answer or probe)
1542,No there isn’t,"We'd like to look into this further. Please reach out here: https://t.co/JzP7hlA23B Keep us updated, we want to help! ^ HM",general_acknowledgement,True,brand redirected to private channel / form / phone
1714,Wow some bitch really stole my amazon package w/ a damn cat water bowl in it.,"I'm sorry to hear this! When you have a moment, please reach out to us via phone or chat here: https://t.co/EKXRLsF8B2 ^AC",damage_defective,True,red-flag / angry language
5907,your words speak your actions,Kindly click on the link shared here: https://t.co/VNUITkunAc and select (1/2)^HR,general_acknowledgement,False,brand resolved inline (direct answer or probe)
612,"Here you go, clicked the link from the uk homepage. https://t.co/dpgBrOhO3Z",Hm! We'd like to take a look at this with you. Please call or chat with us here: https://t.co/JzP7hlA23B ^MH,technical_issue,False,brand resolved inline (direct answer or probe)
23,If I participate in one contest &amp; then on 2nd day again I participate in 2nd contest then can I eligible for win in both contests or not ??,"Yes, you will be eligible for both the contests. ^RW",product_inquiry,False,brand resolved inline (direct answer or probe)
42,Do you guys have walk in for Kent Washington?,Search and learn more about any career opportunities you're interested in here: https://t.co/BjZqy1hIH4 ^SK,product_inquiry,False,brand resolved inline (direct answer or probe)
228,Terrible. You suggest me to use cheaper service costing me 900. Wish @146911 launches soon,Kindly reply to the correspondence sent to you by us and we'll help you with your issue further. ^ZH,complaint_feedback,True,frustrated complaint benefits from human de-escalation
2456,Ordered my daughter’s formula (only available online) through prime&amp;it won’t be here for a week? We’re going to run out so thx 😩,"I'm sorry for the extended delivery window, Annie! Please phone us here: https://t.co/hApLpMlfHN and we'll at options. ^LB",order_status,False,brand resolved inline (direct answer or probe)
2409,: There is no use of using lighting deal. No one should feel happy that they got deal because there is no lighting deal all fake.,Pricing and offers are decision of the sellers. The constantly changing marketplace (1/2) ^CB,complaint_feedback,True,frustrated complaint benefits from human de-escalation
6364,https://t.co/vMvkzVrhhq - specifically the mobile app.,"Thank you for the info. We'd like to look into this with you. When you can, reach out to us here: https://t.co/CYqkdUakWJ ^GM",technical_issue,True,brand redirected to private channel / form / phone
3229,I ordered 16GB SanDisk pen drive from #AmazonIndia I got,This is very disappointing to hear. Please use the link https://t.co/4o5PqP90vH to return the product.  ^SB,damage_defective,False,brand resolved inline (direct answer or probe)
6218,ASSOLUTAMENTEEEE,Continua così✌️ Buona visione 😎 ^CM,general_acknowledgement,False,brand resolved inline (direct answer or probe)
3205,Done,Thank you for confirming. We'll reach out to you soon. ^AS,general_acknowledgement,True,brand redirected to private channel / form / phone
4766,and u guys have lost the product and now unable to find its whereabout. get urslef corrected and updated and dont give false explanations.,We've sent you a correspondence. Suggest you to wait till the timeline shared by our team. ^SG,complaint_feedback,True,frustrated complaint benefits from human de-escalation
2594,Where's my order?!!!!!,Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^CB.,order_status,False,brand resolved inline (direct answer or probe)
3488,I’M HOME. WHY AM I GETTING THIS AGAIN?! #unacceptable #cancelprime #useless https://t.co/4xmsvQ2iIA,Oh no! That's not good! Who's the carrier listed for your order here: https://t.co/Y5jpI9gRhE? ^KP,complaint_feedback,True,frustrated complaint benefits from human de-escalation
2172,where is my pt,Could you please let us know if we've missed the estimated date of delivery?,order_status,False,brand resolved inline (direct answer or probe)
1128,Spot the difference for being not happy https://t.co/wRq2ZHJDGm,I get your disappointment. The prices of the products are decided by the sellers. The constantly changing marketplace 1/2 ^NK,complaint_feedback,True,frustrated complaint benefits from human de-escalation
3924,No. Just seems wasteful in fuel as my parcels travel 180 miles visiting Edinburgh and Dundee. Amazon Gourock to Stirling is only 60 miles!,"I understand, please keep us posted on the delivery, it should still be delivered on time. ^JJ",complaint_feedback,True,frustrated complaint benefits from human de-escalation
3351,The version available on the app store is not the latest version.  Ebay themselves have said this is a problem with Amazon https://t.co/4UnkgdEnPz,We'd like to look into this further with you. Please reach out to us by phone or chat here: https://t.co/EKXRLsnxJu ^GR,technical_issue,True,brand redirected to private channel / form / phone
5567,u have order id and case notes.. now take action and dont complicate it,We'll not be able to access your account via Twitter. Kindly fill in the details using the link provided earlier. ^AP,complaint_feedback,True,frustrated complaint benefits from human de-escalation
842,Hey @115821. If I order multiple things on prime and one of the items isn't prime eligible... just add it. Don't make me wait a week for it,I'm sorry for any inconvenience. Prime eligible items are either sold or fulfilled by us. Info here: https://t.co/dVHMlOpQKq ^GL,order_status,False,brand resolved inline (direct answer or probe)
109,"Thanks for your response but try to wide a service for another country as well. such as UAE, KSA, Bahrain etc.",I get your concern about geo restrictions. I'll share your comments with internal teams for review. ^SV,product_inquiry,False,brand resolved inline (direct answer or probe)
5340,this is the second time I’ve gotten expired coffee. https://t.co/FBvg3MLIfZ,I am so sorry for this issue with your coffee. Please let us look into this with you here:  https://t.co/hApLpM3Ejd ^DO,damage_defective,True,brand redirected to private channel / form / phone
815,It would be much appreciated if I got my battlefront 2 beta as I was supposed to get it today for pre ordering earlier this year,I'm sorry for the wait. We'd like to look at this with you. Please call us here: https://t.co/hApLpMlfHN ^MH,product_inquiry,True,brand redirected to private channel / form / phone
1223,Dear @115850,We apologize for the hassle. Allow our support team to investigate. You can report this here: https://t.co/R3EfhzgU8B ^CB.,general_acknowledgement,False,brand resolved inline (direct answer or probe)
4205,"@200626 If you guys need feedback to know that’s excessive, I’d suggest your packing manager is stealing a living 😂😂😂",Thanks for the feedback Adie. ^KM,product_inquiry,False,brand resolved inline (direct answer or probe)
1743,That email stating you couldn't deliver has only just arrived... no parcel still ☹,Reach us via phone/chat so we can take feedback about your experience: https://t.co/JzP7hlA23B Keep us posted on this! ^KN,order_status,True,brand redirected to private channel / form / phone
6314,don't know what's the matter with @115821 @AmazonHelp but one of my packages was lost and another came in and it was empty. 🙁,That's not what we like to hear. Please contact us here so we can explore your options: https://t.co/EKXRLsnxJu ^GG,damage_defective,True,brand redirected to private channel / form / phone
1098,"@132995 Hey @115850, this can't be a real @132994. I reported this seller but didn't hear back. https://t.co/bTFczwFi1o",Apologies Jaseem. We'd like more details. Please connect with us here:https://t.co/vlvfJr4nN9. We'll investigate right away. ^HK,product_inquiry,False,brand resolved inline (direct answer or probe)
1687,@AmazonHelp @116316 Thank you! Already did. Hope to get in touch soon! Is there a way to chat to someone?,The relevant department doesn't offer chat support. E-Mails are usually answered within 12 hours. Regards ^MI,general_acknowledgement,False,brand resolved inline (direct answer or probe)
731,@115821 my Order No: 407-4060954-7413120 has been delayed and there is no assurance of delivery still please help.,"Sorry to know that, Ankit. We'd like a closer look, please drop in your details here: https://t.co/GIJyeYqKE0 ^MS",order_status,True,brand redirected to private channel / form / phone
1632,"i despondent whn ur srvce can't reach at manipur, whch is also integral part of india,pls do needfl🙏","Sorry about the disappointment. We are working on expanding our services. Also, I'll share your comments as a feedback. ^NR",complaint_feedback,True,frustrated complaint benefits from human de-escalation
4079,1/2 @115821 @4088 @145869 when I added this product to my cart it was deliverable to 284128 but as I proceed for checkout https://t.co/bsgHuBqLiH,Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^CB.,technical_issue,False,brand resolved inline (direct answer or probe)
1222,"Worst exp..nt able to place ordr aftr multiple try, acc got locked automatically..no support fr unlocking acc frm cust servic desk",I'm sorry for that. Please contact us here: https://t.co/QS2bTd0snB and we'll be glad to help you. ^SI,account_access,True,brand redirected to private channel / form / phone
496,"It looks like its now been remarked as out for delivery, so I’m hoping its okay now","Ok, I hope it arrives soon. ^KM",order_status,False,brand resolved inline (direct answer or probe)
5973,why can't Amazon logistics deliver Amazon packages to my house? 3 lost orders in a row. So frustrating. ~$500 of product,I'm sorry you're not receiving your orders. Please click the link and fill out the form. https://t.co/bs2hjmXkkZ ^EM,complaint_feedback,True,frustrated complaint benefits from human de-escalation
2386,WILL NOT BE BUYING FROM @AmazonHelp @115830 AND I HIGHLY RECOMMEND YOU GUYS CANCEL WITH THEM TOO. THEY GIVE NO FUCKS IF YOU'VE LOST MONEY😤,"Hi, very sorry to hear. Have you been in touch regarding this? If so, what was advised? ^TP",complaint_feedback,True,frustrated complaint benefits from human de-escalation
2123,I bought a stand mixer/food processor from @116316 warehouse &amp; one of the blades is bloody :)))))))))))) happy friday,We would like to have a look into your order. Please provide your details: https://t.co/cf8xqzj2UV Kind regards ^TR,damage_defective,False,brand resolved inline (direct answer or probe)
4504,Every single review I ever wrote was deleted.,"I understand the frustration. Just to confirm, did your review follow the guidelines here: https://t.co/EIEd4r4wss? ^BH",product_inquiry,False,brand resolved inline (direct answer or probe)
6149,can you please give me an email to contact to resolve this? I can't do any troubleshooting without being logged in but can't login.,I'm sorry for the account issues! Use this link to reach out directly so we can assist: https://t.co/66ZSQiStpn ^GL,account_access,True,brand redirected to private channel / form / phone
173,The issue was raised on Sept 26th and your team is still working and the issue is till UNRESOLVED,Sorry about the stretch. Kindly revert to the correspondence and we'll reach out to you with an update. ^SA,complaint_feedback,True,brand redirected to private channel / form / phone
5335,"i asked for your online service the book ""hunger games"",received un very poor conditions,the product without its pastes.",I'm so sorry! Was the book shipped and sold by Amazon or was it from a Third-Party seller? ^DO,damage_defective,False,brand resolved inline (direct answer or probe)
214,Does it control Z-Wave products? Basically will it replace my wink hub?,You can check it out here: https://t.co/uw3cCuPl6u. ^MC,product_inquiry,False,brand resolved inline (direct answer or probe)
2357,hardly any product available at my location @115850   cannot my dukaan,Sorry for the disappointment. Some items may be undeliverable due to certain reasons as mentioned (1/2) ^KA,product_inquiry,False,brand resolved inline (direct answer or probe)
5405,"the #echo being sold @ 30% inaugural discount, are they first generation or second generation.",The Amazon Echo launched in India is the second generation. ^VM,product_inquiry,False,brand resolved inline (direct answer or probe)
3398,Can you guys not include spoilers in the x-ray trivia on movies and tv shows?,We are happy to take your feedback here: https://t.co/diOZHzYBxD ^AF,product_inquiry,False,brand resolved inline (direct answer or probe)
5684,"have to say, your customer service is absolutely fantastic!had 2 issues recently &amp; both have been dealt with v swiftly! Thanks!",Hey Joanna- Thanks very much for the feedback. Delighted we could help. :) :) ^NV,general_acknowledgement,False,brand resolved inline (direct answer or probe)
1369,ICICI Gave me a @115850  gift card RS(100) which is Invalid . is It not a Joke.,We would advise you to contact the vendor of the Gift Card. Do keep us posted with the outcome. ^CB,complaint_feedback,True,frustrated complaint benefits from human de-escalation
9,test desc'ssssssss,"Hi Sergio, how can we help you ? ^SA",general_acknowledgement,False,brand resolved inline (direct answer or probe)
1767,I'm getting on tracking. What time do you deliver to? I thought it was 9?! https://t.co/28WzV4yNvf,"I'm sorry for any concern! We do deliver until 21:00, but we'd like to look into this with you here: https://t.co/JzP7hlA23B ^WT",order_status,False,brand resolved inline (direct answer or probe)
1440,"Yes, when I first got her 2 years ago. Lately her accuracy is diminished.",Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN so we can further look into this with you. ^AJ,technical_issue,True,brand redirected to private channel / form / phone
6076,About surprise?,Surprises are eternal. We ensure that our customers are delighted with every order. ^RW,general_acknowledgement,False,brand resolved inline (direct answer or probe)
55,Password is incorrect,I'm sorry you were charged unexpectedly. Please call or e-mail us here for further assistance: https://t.co/jzvkhdlrK5 ^MV,account_access,False,brand resolved inline (direct answer or probe)
1491,The thing is... I can’t login to my account anymore,No worries! You can skip the sign in process and just provide us with more information here: https://t.co/jzvkhdlrK5. ^SD,account_access,False,brand resolved inline (direct answer or probe)
2213,I can't log in my account is locked,"Please use the ""Skip sign-in"" option. If you don't see it, please try our link using a device with a full web browser. ^KJ",account_access,False,brand resolved inline (direct answer or probe)
2226,Hi. Is the app down ? Unable to login since morning.,Do keep us posted if the issue persists. (2/2)^AP,account_access,False,brand resolved inline (direct answer or probe)
2897,@115821  I can not login with my Amazon Flex account. Could you help me please,"To start, please try updating the password by following the steps under Account Management here: https://t.co/AR960EKV2v ^BH",account_access,False,brand resolved inline (direct answer or probe)
2915,Help @115821 @115850 my account has been hacked. Someone changed my email address and now I cannot login.,That's an upset indeed. Did you report this to our customer service team here: https://t.co/vlvfJr4nN9 ?^SI,account_access,False,brand resolved inline (direct answer or probe)
2934,Help @AmazonHelp someone changed my email and password for my account. I can’t login now. https://t.co/EqOSaqluIC,Please reach out to our assistance team here: https://t.co/XGxDQifG5Z for further support.,account_access,True,brand redirected to private channel / form / phone
2142,I am not able to login,Kindly connect with us via https://t.co/QS2bTd0snB ^SG,account_access,False,brand resolved inline (direct answer or probe)
1750,"hi Amazon, I have just had an e mail to say I have changed my e mail address (I haven't)now I can't log in and change my details","Hi there, Nathan! I'm sorry to hear this! Please reach out here: https://t.co/zYVX1Qi29G, so we can look into this. ^WJ",account_access,True,brand redirected to private channel / form / phone
453,Trying to set up for the 1st time but the app says my Amazon password is incorrect. no. it's not. any ideas?,Hey Dave. Please reach out - https://t.co/JzP7hlA23B a member of our digital team will be happy to assist. Keep us posted. ^TP,account_access,True,brand redirected to private channel / form / phone
56,"And now, @AmazonHelp you've recharged me for the gift that never came. Ridiculous customer service.",Oh no! We're not able to access account info via Twitter. Please reach us via phone or chat here:https://t.co/JzP7hlA23B ^AL,billing_payment,True,brand redirected to private channel / form / phone
825,why are you guys taking so long to charge my card?,Great question! You won't be charged for your order until it ships. ^AC,billing_payment,False,brand resolved inline (direct answer or probe)
919,"Stop charging my card, I don’t have a membership.",I'm sorry for the unexpected charge. You can view and cancel your Prime membership here: https://t.co/uVEjRFJ09K ^AG,billing_payment,False,brand resolved inline (direct answer or probe)
1535,Aha! I think a fee came out by surprise and left 2 little for order. I changed payment method. Will the order just retry automagically?,"If your order is still pending, we will try the payment again. You will be updated with any changes. ^HC",billing_payment,False,brand resolved inline (direct answer or probe)
3187,I ordered something with express delivery and it didn't come because it told me to revise payment methods.,"Hi Michael, please contact us here for help:  https://t.co/JzP7hlA23B ^AT",billing_payment,True,brand redirected to private channel / form / phone
3822,got a message that my order was shipped yesterday. This morning I get a refund of the purchase amount on my card. Confused!!,Sorry for the confusion. Please contact us here: https://t.co/vlvfJr4nN9 and we'll be glad to help you. ^SI,billing_payment,True,brand redirected to private channel / form / phone
5,ORDER# 408-8885059-0678753 Product was not delivered to me but marked as delivered on the website. Amazon isn't refunding my money @12182,I understand the gravity of the situation. I am sure by the end of this session we will be able to resolve the issue. (1/2),return_refund,False,brand resolved inline (direct answer or probe)
52,@115850 @AmazonHelp @115851 The same copy-paste of info isnt helping me! You've NOT refunded my money. Why r you not providing 16 digit URN number as mandated by RBI?,I'm sorry but the resolution provided to you via email is the best and we'll not be able to provide any further insights. ^AM,return_refund,False,brand resolved inline (direct answer or probe)
132,#chorAmazon ORDER # 402-4432500-6199512 Refunded by myself by DTDC. but your employee refused to accept. Shame on you. #chorAmazon.,We've responded to you here : https://t.co/VqVCy3uNdt. Please check. ^AS,return_refund,False,brand resolved inline (direct answer or probe)
88,How long amazon takes to provide refund? I'm waiting for last 15days. Hereafter I insist everyone to never purchase on amazon.,Sorry to know about the delay. Please reach us from here: https://t.co/rS49hgaADF we'll assist you. ^SV,return_refund,True,brand redirected to private channel / form / phone
