idx,query,intent_true,escalate_true,intent_pred,conf,reply,should_escalate_pred,reason,retrieval_score,neighbor_redirect_fraction
4666,Today. It was and then got an email saying it couldn’t be delievered today. No explanation as to why,order_status,False,order_status,0.317,We're sorry we let you down! Have we missed the delivery date for this game? Order info here: https://t.co/Y5jpI9gRhE ^Support,False,clear query with a known inline resolution,0.618,0.000
3192,i have been waiting for 3 days to get this order delivered. Every one is making fake promises order #403-7039774-2259522,order_status,False,order_status,0.488,"I'll look into it for you. Also, Please don't provide your order details, as we consider it to be personal 2/3^Support",False,clear query with a known inline resolution,0.730,0.200
1784,#JCPenny #Dickies #Amazon  Ordered clothes from all 3 same day about  4 weeks ago #Pennies 2 Days #Dickies 4 #Amazon still hasn't come yet,order_status,False,order_status,0.348,"I'm sorry to know about the delay in the deliveries, it was certainly not expected. We'd like to look into this, kindly 1/2^Support",False,clear query with a known inline resolution,0.599,0.200
811,also it states handed to resident when he clearly didn’t — also didn’t see post box screwed to wall or follow safe place info2/2,order_status,False,order_status,0.222,I'm sorry for the poor communication. Have you reached out to us to submit carrier feedback: https://t.co/oGDklGgbCZ? ^Support,True,low intent confidence (0.22),0.551,0.400
555,cryptography and network security book by William Stalling may be. Checking for offer on that book from August😂 @AmazonHelp,product_inquiry,False,product_inquiry,0.259,I can understand your urgency. Since it is return for replacement we cannot assure you a guarantee delivery date. (1/2) ^Support,True,low intent confidence (0.26),0.421,0.000
2421,That takes me to a 'placeholder' for content?,technical_issue,True,complaint_feedback,0.243,"Hi Barry, sorry to hear that, can you get in touch with us here: https://t.co/JzP7hlA23B we'll help ^Support",True,low intent confidence (0.24),0.371,0.400
3764,"also, i copied and pasted the code directly from the email, so i'm not sure what's wrong",technical_issue,True,technical_issue,0.345,Please contact us here: https://t.co/JzP7hlA23B so an agent can look into this further. ^Support,False,clear query with a known inline resolution,0.638,0.400
1741,Please help me. My #OCD gets triggered. I am allergic to duplicated punctuation marks. 😄 https://t.co/HxXN9vpTHL,product_inquiry,False,complaint_feedback,0.243,"Oh no! Sorry to hear about this, Jenny, and we want to help. Please give more details here: https://t.co/yLqQrUPNCS ^Support",True,low intent confidence (0.24); no close historical reply (sim 0.34),0.338,0.000
4792,Hey @115850 why it is showing that it will take 1 week more when it is in Allahabad which is not far from delivering address https://t.co/w1TCspcwxH,order_status,False,order_status,0.602,Have you reached out to our support team here: https://t.co/Opuy94wEfd for assistance? ^Support,False,clear query with a known inline resolution,0.583,0.400
270,Uninstalled and reinstalled. Same problem. Better pull the app than to have one that doesn’t work @115821 @116618 @117014,technical_issue,True,technical_issue,0.713,Thanks for the update! Please let us know if you need any further assistance! ^Support,False,clear query with a known inline resolution,0.766,0.200
183,"Update: Amazon rep promised cancellation if order and £5. Order not cancelled, book dispatched. No credit on account.... https://t.co/VEDulJFtMP",return_refund,False,return_refund,0.249,"I'm sorry about the experience, Kanz. Please provide your details here: https://t.co/GIJyeYqKE0. We will look into it. ^Support",True,low intent confidence (0.25),0.724,0.200
806,"- had a problem with an order, emailed amazon and they fixed it and made me a VERY happy customer. Best company ever. Thank you!!",general_acknowledgement,False,general_acknowledgement,0.231,I'm sorry for this experience. Please reach out to our Customer Service here: https://t.co/e5twxQU28J. ^Support,True,low intent confidence (0.23),0.744,0.200
5053,one of my prime deliveries says it's being held by carrier how do I get it delivered?,order_status,True,order_status,0.583,Really sorry to hear that!^Support,False,clear query with a known inline resolution,0.709,0.400
4385,. They also failed to follow up with me when they said they would. Spent over an hour on the phone with the call center in Ghana?!?,complaint_feedback,True,complaint_feedback,0.314,You should receive an email from an Account Specialist in the next couple of days w/ further instructions. Keep us posted! ^Support,False,clear query with a known inline resolution,0.502,0.000
2836,I'm a prime member and I paid extra for next day shipping,order_status,True,order_status,0.248,If your order is to be delivered today. We request you to wait till EOD and we'll  have your package delivered soon. ^Support,True,low intent confidence (0.25),0.735,0.000
3438,These folks at @115850 are amazing! Delivered a package at 9 p.m. in pouring rain. Wasn't even urgent - just a sketching pencil. 👍 🙂,general_acknowledgement,False,order_status,0.433,"Thanks for sharing your experience! When you're happy, we're happy! ^Support",False,clear query with a known inline resolution,0.664,0.200
3971,Thanks for this,general_acknowledgement,False,general_acknowledgement,0.487,We have responded to your query through DM you can kindly check the same. ^Support,False,clear query with a known inline resolution,0.794,0.000
617,"I know about all of dem, i m talking about that cute little clock shaped echo spot.",product_inquiry,False,complaint_feedback,0.241,I'm sorry for the issues with Alexa! I'd recommend Voice Training: https://t.co/EY2ZUqGGQQ,True,low intent confidence (0.24),0.373,0.000
4989,"It said it should have arrived by yesterday,  still no sign.",order_status,True,order_status,0.583,Please reach out to us by phone or chat here: https://t.co/JzP7hlA23B ^Support,True,brand typically redirects similar queries (NN redirect 60%),0.764,0.600
6195,"check up on your delivery people.Don’t send a notification stating attempted to deliver when there was no such attempt made,at7:40am",complaint_feedback,True,order_status,0.677,Apologies for the inconvenience with our logistics. Please reach us from here: https://t.co/rS49hgaADF we'll assist you. ^Support,True,brand typically redirects similar queries (NN redirect 80%),0.732,0.800
3681,Legit never buying anything on @115821 ever again 😭💔 what even is thiiiis https://t.co/3XLJdlYEFn,complaint_feedback,True,complaint_feedback,0.281,Sorry to know about your order. I understand it's been a disappointing experience. ^Support 1/3,True,low intent confidence (0.28),0.681,0.200
1630,"I am not able to access https://t.co/6l9mH9cUI4. I keep getting the ""Sorry! Something went wrong!"" page with various dogs.",technical_issue,False,technical_issue,0.357,"Please do not worry, those links are totally secure. Please reach out to our support team. ^Support",False,clear query with a known inline resolution,0.521,0.200
1810,what worse service by amazon send the wrong product ..and I raised requested for retuned the product but still no response,damage_defective,False,complaint_feedback,0.321,Seems like you had an unpleasant experience. Please reach out to us here: https://t.co/vlvfJr4nN9 we'll check it for you.^Support,True,brand typically redirects similar queries (NN redirect 60%),0.732,0.600
913,"hello, my order hasn't arrived at the estimated delivery date so i want to cancel it.",order_status,False,order_status,0.415,"For more information on payment revision, please visit : https://t.co/JGuqYt4vy7. (2/2) ^Support",False,clear query with a known inline resolution,0.752,0.200
3432,who do I need to talk to about refunding Saturday shipping? I'm not paying 30 bucks extra if it won't be here till Monday,order_status,False,return_refund,0.538,Hello Alisha! You can reach out to us here so we can help file the proper feedback: https://t.co/hApLpMlfHN ^Support,True,brand typically redirects similar queries (NN redirect 60%),0.671,0.600
1736,https://t.co/Ho61KRsrIm has lost site of what matters - the Customer.  Their own driver delivery service is completely unreliable. https://t.co/xoacCFbPzB,complaint_feedback,True,order_status,0.245,Glad to hear you've received your order ^Support,True,brand typically redirects similar queries (NN redirect 60%); low intent confidence (0.25),0.622,0.600
6239,Bring Rick and Morty!,product_inquiry,False,complaint_feedback,0.306,We keep adding new content to Prime Video as we go along. Stay tuned for more! ^Support,True,no close historical reply (sim 0.33),0.325,0.200
6130,Finally could do it through SMS alert link. But it's actually quite cumbersome looking for it.,technical_issue,False,general_acknowledgement,0.214,We've received your revert and we'll reach out to you soon. ^Support,True,low intent confidence (0.21),0.524,0.200
5632,"@115850 You are redirecting me to support, but unfortunately it doesn't help much. I'm getting boilerplate response saying, you'll need to wait for 48 hours. And now after 48 hours, I'm told to wait till EoD again :(",complaint_feedback,True,billing_payment,0.169,I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^Support,True,Billing / payment requires private/account details; low intent confidence (0.17),0.541,0.400
4655,Cheque destroyed. https://t.co/WUeJpKKqsI,general_acknowledgement,False,billing_payment,0.165,I get your disappointment. Packages are delivered till 8 Pm. Request you to please wait. ^Support,True,Billing / payment requires private/account details; low intent confidence (0.16),0.381,0.200
2950,"or @115821 I ordered a gray twitch hoodie on Monday with prime free 1 day shipping, it's Friday and I still haven't got it D:",order_status,False,order_status,0.312,Oh no! I'm sorry for the inconvenience! Let's see about turning this around. Here are some options: https://t.co/p8mZpiPx8t ^Support,False,clear query with a known inline resolution,0.648,0.000
3648,so @115821 i did the @133324 Love Yourself: Her preorder on 8/28 &amp; THIS is what showed up? PLEASE EXPLAIN???? the tracking # is THE SAME??? https://t.co/iF5II1HWWm,damage_defective,False,order_status,0.342,I'm glad to hear it! Please let us know if we can be of assistance in the future! 😁😁😁 ^Support,False,clear query with a known inline resolution,0.658,0.400
1814,"Just did it there , thanks",general_acknowledgement,False,general_acknowledgement,0.496,We're happy to hear it! Thanks for letting us know. 😊 ^Support,False,clear query with a known inline resolution,0.559,0.000
3783,"While selecting multiple brands u need 2 check one chexkbox, wait for the list to modify and then check next chexkbox and so on. Its painful",technical_issue,False,general_acknowledgement,0.180,Sorry for the hassle Satish. Please share your details here: https://t.co/jwehwWy3Pp and I'll get back to you. ^Support,True,low intent confidence (0.18),0.390,0.400
1542,No there isn’t,general_acknowledgement,True,product_inquiry,0.312,"If you haven't received a correspondence, request you to share your details here: https://t.co/GIJyeY99fq, we'll look into it.^Support",True,brand typically redirects similar queries (NN redirect 60%),0.426,0.600
1714,Wow some bitch really stole my amazon package w/ a damn cat water bowl in it.,damage_defective,True,complaint_feedback,0.307,"Oh no! Just in case, please try these steps, and keep us posted: https://t.co/JHl2AmqZ3r ^Support",True,red-flag language needs human / legal handling,0.614,0.400
5907,your words speak your actions,general_acknowledgement,False,complaint_feedback,0.281,"The resolution provided over the email is accurate. For any further assistance, kindly revert to it. ^Support",True,low intent confidence (0.28),0.486,0.000
612,"Here you go, clicked the link from the uk homepage. https://t.co/dpgBrOhO3Z",technical_issue,False,product_inquiry,0.282,"Oops! Sorry about the incorrect link, Sinead! You can contact UK support here: https://t.co/JzP7hlA23B. Hope this helps! ^Support",True,low intent confidence (0.28),0.718,0.200
23,If I participate in one contest &amp; then on 2nd day again I participate in 2nd contest then can I eligible for win in both contests or not ??,product_inquiry,False,billing_payment,0.148,May I know which contest winners you would want to know? We will assist you. ^Support,True,Billing / payment requires private/account details; low intent confidence (0.15),0.471,0.000
42,Do you guys have walk in for Kent Washington?,product_inquiry,False,product_inquiry,0.425,Sorry for any trouble! Can you tell us when your parcel was due to arrive? Have we missed the delivery date? ^Support,False,clear query with a known inline resolution,0.400,0.400
228,Terrible. You suggest me to use cheaper service costing me 900. Wish @146911 launches soon,complaint_feedback,True,complaint_feedback,0.330,Seems like you had an unpleasant experience. Please let us know what went wrong? We will look into it. Please don’t  1/2^Support,False,clear query with a known inline resolution,0.558,0.200
2456,Ordered my daughter’s formula (only available online) through prime&amp;it won’t be here for a week? We’re going to run out so thx 😩,order_status,False,order_status,0.368,"Some items have longer processing times, Ethan. You can find Prime Shipping information here: https://t.co/y1bAPbFHXD ^Support",False,clear query with a known inline resolution,0.622,0.000
2409,: There is no use of using lighting deal. No one should feel happy that they got deal because there is no lighting deal all fake.,complaint_feedback,True,complaint_feedback,0.343,Letting you down is never our intention. We would like to serve you again in the near future. ^Support,False,clear query with a known inline resolution,0.570,0.000
6364,https://t.co/vMvkzVrhhq - specifically the mobile app.,technical_issue,True,technical_issue,0.275,"I'm unable to re-create the issue. Please contact us by chat or phone for live assistance, here: https://t.co/hApLpMlfHN ^Support",True,brand typically redirects similar queries (NN redirect 80%); low intent confidence (0.27),0.614,0.800
3229,I ordered 16GB SanDisk pen drive from #AmazonIndia I got,damage_defective,False,order_status,0.189,Sorry for the hassle Ponnu. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^Support,True,low intent confidence (0.19),0.748,0.000
6218,ASSOLUTAMENTEEEE,general_acknowledgement,False,complaint_feedback,0.343,I'm sorry they haven't been picked up! Please reach out and we'll make sure a pick-up is escalated: https://t.co/EKXRLsnxJu ^Support,True,no close historical reply (sim 0.34),0.339,0.200
3205,Done,general_acknowledgement,True,general_acknowledgement,0.367,Thanks for confirming. We'll check this and update you soon. ^Support,False,clear query with a known inline resolution,1.000,0.000
4766,and u guys have lost the product and now unable to find its whereabout. get urslef corrected and updated and dont give false explanations.,complaint_feedback,True,damage_defective,0.169,I'd like to take a closer look. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^Support,True,brand typically redirects similar queries (NN redirect 60%); Damaged / defective / wrong item requires private/account details; low intent confidence (0.17),0.576,0.600
2594,Where's my order?!!!!!,order_status,False,order_status,0.350,We've responded to your query here: https://t.co/vuwmUslW7D. 1/2 ^Support,True,brand typically redirects similar queries (NN redirect 60%),0.735,0.600
3488,I’M HOME. WHY AM I GETTING THIS AGAIN?! #unacceptable #cancelprime #useless https://t.co/4xmsvQ2iIA,complaint_feedback,True,complaint_feedback,0.284,I'm so sorry for the poor experience! Have we missed the delivery date given for your order? Please check your e-mail for a (1/2),True,low intent confidence (0.28),0.573,0.200
2172,where is my pt,order_status,False,product_inquiry,0.257,I'm sorry for the wait! What's the most recent tracking update on the order: https://t.co/Y5jpI9gRhE? ^Support,True,low intent confidence (0.26); no close historical reply (sim 0.34),0.344,0.200
1128,Spot the difference for being not happy https://t.co/wRq2ZHJDGm,complaint_feedback,True,complaint_feedback,0.430,"Terribly sorry for the delay of your order, Richard! What does the tracking information state here: https://t.co/aaDyEz1VgE ^Support",False,clear query with a known inline resolution,0.430,0.000
3924,No. Just seems wasteful in fuel as my parcels travel 180 miles visiting Edinburgh and Dundee. Amazon Gourock to Stirling is only 60 miles!,complaint_feedback,True,product_inquiry,0.298,We can look further into this with you here: https://t.co/FOXntANmyX ^Support,True,low intent confidence (0.30),0.443,0.400
3351,The version available on the app store is not the latest version.  Ebay themselves have said this is a problem with Amazon https://t.co/4UnkgdEnPz,technical_issue,True,technical_issue,0.324,Awesome! I'm glad to hear you were able to download the full copy. We're always here to help. We hope you enjoy! 😊 ^Support,False,clear query with a known inline resolution,0.643,0.200
5567,u have order id and case notes.. now take action and dont complicate it,complaint_feedback,True,billing_payment,0.209,"I get your concern. However, as mentioned earlier, we can't access your details from Twitter. ^Support",True,Billing / payment requires private/account details; low intent confidence (0.21),0.667,0.200
842,Hey @115821. If I order multiple things on prime and one of the items isn't prime eligible... just add it. Don't make me wait a week for it,order_status,False,order_status,0.245,Sorry about the trouble with the delivery of your order. I'd like to take a closer look. (1/2) ^Support,True,low intent confidence (0.24),0.686,0.000
109,"Thanks for your response but try to wide a service for another country as well. such as UAE, KSA, Bahrain etc.",product_inquiry,False,general_acknowledgement,0.219,Sorry to know about the delay. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach and assist you. ^Support,True,low intent confidence (0.22),0.550,0.400
5340,this is the second time I’ve gotten expired coffee. https://t.co/FBvg3MLIfZ,damage_defective,True,complaint_feedback,0.227,Yikes! Does the product listing show the shipping like this or did it calculate properly at checkout? ^Support,True,low intent confidence (0.23),0.417,0.200
815,It would be much appreciated if I got my battlefront 2 beta as I was supposed to get it today for pre ordering earlier this year,product_inquiry,True,order_status,0.254,Please reach out to us here so we can look into getting you your beta code: https://t.co/dbdIABcveT ^Support,True,low intent confidence (0.25),0.827,0.400
1223,Dear @115850,general_acknowledgement,False,general_acknowledgement,0.197,"We’re always looking to improve, and would be happy to accept your packaging feedback here: https://t.co/ReShlxaQan ^Support",True,low intent confidence (0.20),0.940,0.000
4205,"@200626 If you guys need feedback to know that’s excessive, I’d suggest your packing manager is stealing a living 😂😂😂",product_inquiry,False,complaint_feedback,0.312,Sorry about this. Please leave feedback here: https://t.co/fxgZ6hTrFA to avoid this happening again ^Support,False,clear query with a known inline resolution,0.506,0.400
1743,That email stating you couldn't deliver has only just arrived... no parcel still ☹,order_status,True,order_status,0.636,Apologies for the delay. Could you let us know if you have filled the details in the link provided earlier? ^Support,False,clear query with a known inline resolution,0.820,0.400
6314,don't know what's the matter with @115821 @AmazonHelp but one of my packages was lost and another came in and it was empty. 🙁,damage_defective,True,order_status,0.346,I'm sorry for the trouble! Please reach us here: https://t.co/hApLpMlfHN for available options. ^Support,True,brand typically redirects similar queries (NN redirect 60%),0.750,0.600
1098,"@132995 Hey @115850, this can't be a real @132994. I reported this seller but didn't hear back. https://t.co/bTFczwFi1o",product_inquiry,False,order_status,0.209,"😃 Aww shucks! You're too sweet, Zachary! ❤️ Thanks so much for the shout-out! ^Support",True,low intent confidence (0.21),0.682,0.200
1687,@AmazonHelp @116316 Thank you! Already did. Hope to get in touch soon! Is there a way to chat to someone?,general_acknowledgement,False,product_inquiry,0.190,That's odd. We'd like to check this. Please report this to our support team here: https://t.co/TdDksLFHDN. ^Support,True,low intent confidence (0.19),0.737,0.200
731,@115821 my Order No: 407-4060954-7413120 has been delayed and there is no assurance of delivery still please help.,order_status,True,order_status,0.691,"Sorry for the delay in delivery of the product, please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon.^Support",True,brand typically redirects similar queries (NN redirect 60%),0.810,0.600
1632,"i despondent whn ur srvce can't reach at manipur, whch is also integral part of india,pls do needfl🙏",complaint_feedback,True,general_acknowledgement,0.180,Do share your details with us. We'll make things right for you. ^Support,True,brand typically redirects similar queries (NN redirect 60%); low intent confidence (0.18),0.529,0.600
4079,1/2 @115821 @4088 @145869 when I added this product to my cart it was deliverable to 284128 but as I proceed for checkout https://t.co/bsgHuBqLiH,technical_issue,False,order_status,0.445,"I'd like to take a look into this, please share your details here: https://t.co/GIJyeYqKE0. 2/2 ^Support",False,clear query with a known inline resolution,0.623,0.400
1222,"Worst exp..nt able to place ordr aftr multiple try, acc got locked automatically..no support fr unlocking acc frm cust servic desk",account_access,True,account_access,0.243,"We'd like to help! Without posting personal account information, can you tell us more? ^Support",True,Account access / login requires private/account details; low intent confidence (0.24),0.482,0.400
496,"It looks like its now been remarked as out for delivery, so I’m hoping its okay now",order_status,False,order_status,0.407,I'm so sorry for the delay! Please reach out to us here: https://t.co/JzP7hlA23B for more assistance with this. ^Support,True,brand typically redirects similar queries (NN redirect 60%),0.639,0.600
5973,why can't Amazon logistics deliver Amazon packages to my house? 3 lost orders in a row. So frustrating. ~$500 of product,complaint_feedback,True,order_status,0.493,I'm sorry for the experience. Is this in regard to a current order: https://t.co/3kQwjObgTc? We'd like to help if possible. ^Support,False,clear query with a known inline resolution,0.760,0.000
2386,WILL NOT BE BUYING FROM @AmazonHelp @115830 AND I HIGHLY RECOMMEND YOU GUYS CANCEL WITH THEM TOO. THEY GIVE NO FUCKS IF YOU'VE LOST MONEY😤,complaint_feedback,True,return_refund,0.238,I'm sorry for any trouble you've had with your order! Can you please confirm the carrier for us: https://t.co/Y5jpI9gRhE? ^Support,True,low intent confidence (0.24),0.724,0.200
2123,I bought a stand mixer/food processor from @116316 warehouse &amp; one of the blades is bloody :)))))))))))) happy friday,damage_defective,False,damage_defective,0.236,Apologies for the inconvenience. Was your order made on Amazon.in or https://t.co/nUUp5MLhYl? Keep us posted. ^Support,True,Damaged / defective / wrong item requires private/account details; low intent confidence (0.24),0.479,0.200
4504,Every single review I ever wrote was deleted.,product_inquiry,False,complaint_feedback,0.306,Would you be able to provide more information on the content of the review? ^Support,False,clear query with a known inline resolution,0.572,0.000
6149,can you please give me an email to contact to resolve this? I can't do any troubleshooting without being logged in but can't login.,account_access,True,account_access,0.536,I'm sorry! Please use this link instead: https://t.co/jzvkhd3Qlv ^Support,True,Account access / login requires private/account details,0.669,0.200
173,The issue was raised on Sept 26th and your team is still working and the issue is till UNRESOLVED,complaint_feedback,True,technical_issue,0.255,We're glad the issue has been resolved. Do keep us posted in case of any further concerns or queries. ^Support,True,low intent confidence (0.25),0.712,0.200
5335,"i asked for your online service the book ""hunger games"",received un very poor conditions,the product without its pastes.",damage_defective,False,product_inquiry,0.242,I'm sorry for the trouble with the packaging. Please also provide feedback with order detail here: https://t.co/gllDCoDLCC ^Support,True,low intent confidence (0.24),0.423,0.200
214,Does it control Z-Wave products? Basically will it replace my wink hub?,product_inquiry,False,product_inquiry,0.217,Have you taken a look here: https://t.co/uVwvyNhJUm Scroll down to the Product description for more information! ^Support,True,low intent confidence (0.22); no close historical reply (sim 0.31),0.308,0.000
2357,hardly any product available at my location @115850   cannot my dukaan,product_inquiry,False,product_inquiry,0.224,"Something's definitely irked you, I'm sorry. Could you please elaborate on what went wrong, Niranjan? ^Support",True,low intent confidence (0.22),0.512,0.000
5405,"the #echo being sold @ 30% inaugural discount, are they first generation or second generation.",product_inquiry,False,complaint_feedback,0.235,The devices are second generation. ^Support,True,low intent confidence (0.24),0.587,0.000
3398,Can you guys not include spoilers in the x-ray trivia on movies and tv shows?,product_inquiry,False,complaint_feedback,0.249,we won't be able to cancel the order if it has already shipped but you can refuse delivery if you wish ^Support,True,low intent confidence (0.25),0.471,0.000
5684,"have to say, your customer service is absolutely fantastic!had 2 issues recently &amp; both have been dealt with v swiftly! Thanks!",general_acknowledgement,False,general_acknowledgement,0.277,"Sorry to know your issue is not resolved. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^Support",True,low intent confidence (0.28),0.633,0.200
1369,ICICI Gave me a @115850  gift card RS(100) which is Invalid . is It not a Joke.,complaint_feedback,True,billing_payment,0.196,I understand it could be irritating. Request you to connect with our support team using the link: https://t.co/TdDksLo6Mf 1/2^Support,True,Billing / payment requires private/account details; low intent confidence (0.20),0.595,0.400
9,test desc'ssssssss,general_acknowledgement,False,complaint_feedback,0.239,Please reach out to us by phone or chat here: https://t.co/hgIrz98cdI so we can look into this further with you. ^Support,True,brand typically redirects similar queries (NN redirect 100%); low intent confidence (0.24); no close historical reply (sim 0.29),0.293,1.000
1767,I'm getting on tracking. What time do you deliver to? I thought it was 9?! https://t.co/28WzV4yNvf,order_status,False,order_status,0.708,"Our apologies for the delay, Vinay. Have you tried reporting this issue to our support team here: https://t.co/vlvfJr4nN9 ? 1/2 ^Support",False,clear query with a known inline resolution,0.715,0.000
1440,"Yes, when I first got her 2 years ago. Lately her accuracy is diminished.",technical_issue,True,complaint_feedback,0.248,We strive to ensure all shipments arrive by the date provided in your order confirmation. Let us know if it doesn't happen.^Support,True,low intent confidence (0.25),0.444,0.200
6076,About surprise?,general_acknowledgement,False,complaint_feedback,0.258,We'd like to look into available options with you! Please get in touch with us by phone/chat here: https://t.co/JzP7hlA23B ^Support,True,brand typically redirects similar queries (NN redirect 60%); low intent confidence (0.26),0.432,0.600
55,Password is incorrect,account_access,False,account_access,0.710,We're here to help! Are you also having trouble signing in on our website? Have you reinstalled the app recently? ^Support,True,Account access / login requires private/account details,0.679,0.400
1491,The thing is... I can’t login to my account anymore,account_access,False,account_access,0.783,To better assist you please use the link ^Support provided and click on skip sign in. ^Support,True,Account access / login requires private/account details,0.749,0.400
2213,I can't log in my account is locked,account_access,False,account_access,0.874,To better assist you please use the link ^Support provided and click on skip sign in. ^Support,True,brand typically redirects similar queries (NN redirect 60%); Account access / login requires private/account details,0.842,0.600
2226,Hi. Is the app down ? Unable to login since morning.,account_access,False,technical_issue,0.435,"Sorry for the trouble. I just checked and there seems to be no issue, please try checking using a different browser. ^Support",False,clear query with a known inline resolution,0.606,0.400
2897,@115821  I can not login with my Amazon Flex account. Could you help me please,account_access,False,account_access,0.543,"That's great to hear Keith, thanks for the update. ^Support",True,Account access / login requires private/account details,0.684,0.400
2915,Help @115821 @115850 my account has been hacked. Someone changed my email address and now I cannot login.,account_access,False,account_access,0.776,"Oh no! We'd like to assist you with this directly, please reach us using this link: https://t.co/y1tUe3yDJC ^Support",True,Account access / login requires private/account details,0.731,0.400
2934,Help @AmazonHelp someone changed my email and password for my account. I can’t login now. https://t.co/EqOSaqluIC,account_access,True,account_access,0.710,Apologies - Please reach out : https://t.co/zYVX1Qi29G (No sign in necessary) we will escalate your issue further. ^Support,True,brand typically redirects similar queries (NN redirect 60%); Account access / login requires private/account details,0.790,0.600
2142,I am not able to login,account_access,False,account_access,0.797,To better assist you please use the link ^Support provided and click on skip sign in. ^Support,True,brand typically redirects similar queries (NN redirect 60%); Account access / login requires private/account details,0.654,0.600
1750,"hi Amazon, I have just had an e mail to say I have changed my e mail address (I haven't)now I can't log in and change my details",account_access,True,account_access,0.686,I'm sorry! Please use this link instead: https://t.co/jzvkhd3Qlv ^Support,True,brand typically redirects similar queries (NN redirect 60%); Account access / login requires private/account details,0.806,0.600
453,Trying to set up for the 1st time but the app says my Amazon password is incorrect. no. it's not. any ideas?,account_access,True,account_access,0.285,We'd love to lend a hand with this. Please use the link provided by ^Support to contact us for assistance. ^Support,True,Account access / login requires private/account details; low intent confidence (0.28),0.723,0.200
56,"And now, @AmazonHelp you've recharged me for the gift that never came. Ridiculous customer service.",billing_payment,True,complaint_feedback,0.245,"I'm sorry to hear this, Christine! We want you to have a great experience w/us! Is there anything we can assist with? ^Support",True,brand typically redirects similar queries (NN redirect 60%); low intent confidence (0.25),0.801,0.600
825,why are you guys taking so long to charge my card?,billing_payment,False,billing_payment,0.481,"I'm sorry for the poor experience, Hannah. We'd like to look further via phone or chat: https://t.co/hApLpMlfHN ^Support",True,Billing / payment requires private/account details,0.613,0.200
919,"Stop charging my card, I don’t have a membership.",billing_payment,False,billing_payment,0.324,I'm sorry you're being charged unexpectedly! Please call us to look into this further with you: https://t.co/hApLpMlfHN ^Support,True,Billing / payment requires private/account details,0.680,0.400
1535,Aha! I think a fee came out by surprise and left 2 little for order. I changed payment method. Will the order just retry automagically?,billing_payment,False,billing_payment,0.508,That's strange! That shouldn't have happened. Please contact us here: https://t.co/vlvfJr4nN9 and we'll check this. ^Support,True,Billing / payment requires private/account details,0.661,0.400
3187,I ordered something with express delivery and it didn't come because it told me to revise payment methods.,billing_payment,True,billing_payment,0.280,Were you given any reason for this delay? ^Support,True,Billing / payment requires private/account details; low intent confidence (0.28),0.601,0.400
3822,got a message that my order was shipped yesterday. This morning I get a refund of the purchase amount on my card. Confused!!,billing_payment,True,return_refund,0.384,Sorry about that. Kindly get in touch with us here: https://t.co/Z1yMp1iKFP and we’ll be glad to help you. ^Support,False,clear query with a known inline resolution,0.639,0.200
5,ORDER# 408-8885059-0678753 Product was not delivered to me but marked as delivered on the website. Amazon isn't refunding my money @12182,return_refund,False,return_refund,0.374,We would not be able to access your details over social platform. Please reach out to our 1/3^Support,True,brand typically redirects similar queries (NN redirect 60%),0.751,0.600
52,@115850 @AmazonHelp @115851 The same copy-paste of info isnt helping me! You've NOT refunded my money. Why r you not providing 16 digit URN number as mandated by RBI?,return_refund,False,billing_payment,0.229,"I'd like to assist you on this, please share your details on the link here: https://t.co/GIJyeYqKE0. ^Support",True,brand typically redirects similar queries (NN redirect 60%); Billing / payment requires private/account details; low intent confidence (0.23),0.660,0.600
132,#chorAmazon ORDER # 402-4432500-6199512 Refunded by myself by DTDC. but your employee refused to accept. Shame on you. #chorAmazon.,return_refund,False,return_refund,0.362,Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^Support,False,clear query with a known inline resolution,0.616,0.200
88,How long amazon takes to provide refund? I'm waiting for last 15days. Hereafter I insist everyone to never purchase on amazon.,return_refund,True,return_refund,0.523,I'm sorry about the delay with the refund. Refund time frame usually depends on the bank's policies. ^Support,False,clear query with a known inline resolution,0.695,0.000
